"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód. no fornecedor";"Fornecedor";"Localização";"Estoque máximo";"Estoque mínimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da Embalagem";"Largura do produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Itens p/ caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código na Lista de Serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do Produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de Medida";"Preço de Compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais"
"16382839322";"HW0145	";"CALÇA CACHAREL PRETA (ELASTICO CINTURA )";"UN";"9505.90.00";"0";"23,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839326";"HW0145G	";"Tamanho:G";"UN";"9505.90.00";"0";"23,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562561830";"	7898562561830";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"";"Própria";"";"";"";"";"0,00";"HW0145";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839325";"HW0145M	";"Tamanho:M";"UN";"9505.90.00";"0";"23,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562561847";"	7898562561847";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"";"Própria";"";"";"";"";"0,00";"HW0145";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839324";"HW0145P	";"Tamanho:P";"UN";"9505.90.00";"0";"23,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562561854";"	7898562561854";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"";"Própria";"";"";"";"";"0,00";"HW0145";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839323";"HW0253	";"SUPER CAVEIRINHA MACAÇÃO CURTO + CINTO+CAPA";"UN";"9505.90.00";"0";"39,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839330";"HW0253G	";"Tamanho:G";"UN";"9505.90.00";"0";"39,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7908652910971";"	7908652910971";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"";"Própria";"";"";"";"";"0,00";"HW0253";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839331";"HW0253GG	";"Tamanho:GG";"UN";"9505.90.00";"0";"39,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562563582";"	7898562563582";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"";"Própria";"";"";"";"";"0,00";"HW0253";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839329";"HW0253M	";"Tamanho:M";"UN";"9505.90.00";"0";"39,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7908652910988";"	7908652910988";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"";"Própria";"";"";"";"";"0,00";"HW0253";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16382839327";"HW0253P	";"Tamanho:P";"UN";"9505.90.00";"0";"39,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7908652910995";"	7908652910995";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"";"Própria";"";"";"";"";"0,00";"HW0253";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084608";"HW0001	";"MORTE BEMBER";"UN";"9505.90.00";"0";"42,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084631";"HW0001G	";"Tamanho:G";"UN";"9505.90.00";"0";"42,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562565548";"	7898562565548";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0001";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084632";"HW0001GG	";"Tamanho:GG";"UN";"9505.90.00";"0";"42,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562565579";"	7898562565579";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0001";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084634";"HW0001M	";"Tamanho:M";"UN";"9505.90.00";"0";"42,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562565555";"	7898562565555";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0001";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084636";"HW0001P	";"Tamanho:P";"UN";"9505.90.00";"0";"42,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562565562";"	7898562565562";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0001";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084639";"HW0001PP	";"Tamanho:PP";"UN";"9505.90.00";"0";"42,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562565586";"	7898562565586";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0001";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084641";"HW0001UN	";"Tamanho:UN";"UN";"9505.90.00";"0";"42,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562565593";"	7898562565593";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0001";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084609";"HW0002UN	";"SENHOR DAS TREVAS (BEMBER SEM MASCARA)";"UN";"9505.90.00";"0";"39,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560017";"	7898562560017";"0,00";"0,00";"0,00";"";"";"Fantasia adulto masculino";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto masculino";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084611";"HW0016	";"CAPA BEMBER";"UN";"9505.90.00";"0";"28,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Acessório adulto masculino";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Acessório adulto masculino";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084644";"HW0016UN	";"Tamanho:UN";"UN";"9505.90.00";"0";"28,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560024";"	7898562560024";"0,00";"0,00";"0,00";"";"";"Acessório adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0016";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Acessório adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084642";"HW0016PTUN	";"Tamanho:UN;Cor:PRETO";"UN";"9505.90.00";"0";"28,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560031";"	7898562560031";"0,00";"0,00";"0,00";"";"";"Acessório adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0016";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Acessório adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084646";"HW0016VRUN	";"Tamanho:UN;Cor:VERMELHO";"UN";"9505.90.00";"0";"28,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560048";"	7898562560048";"0,00";"0,00";"0,00";"";"";"Acessório adulto masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0016";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Acessório adulto masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084612";"HW0018	";"CAPA  BEMBER SORTIDAS";"UN";"9505.90.00";"0";"28,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084648";"HW0018STG	";"Tamanho:G;Cor:SORTIDAS";"UN";"9505.90.00";"0";"28,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560079";"	7898562560079";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0018";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084650";"HW0018STM	";"Tamanho:M;Cor:SORTIDAS";"UN";"9505.90.00";"0";"28,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560086";"	7898562560086";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0018";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084652";"HW0018STP	";"Tamanho:P;Cor:SORTIDAS";"UN";"9505.90.00";"0";"28,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560055";"	7898562560055";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0018";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084654";"HW0018STUN	";"Tamanho:UN;Cor:SORTIDAS";"UN";"9505.90.00";"0";"28,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560062";"	7898562560062";"0,00";"0,00";"0,00";"";"";"Fantasia infantil masculino";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0018";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil masculino";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084614";"HW0036	";"BRUXA JACY";"UN";"9505.90.00";"0";"63,40";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia infantil feminina";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil feminina";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084656";"HW0036G	";"Tamanho:G";"UN";"9505.90.00";"0";"63,40";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560147";"	7898562560147";"0,00";"0,00";"0,00";"";"";"Fantasia infantil feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0036";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084657";"HW0036M	";"Tamanho:M";"UN";"9505.90.00";"0";"63,40";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560154";"	7898562560154";"0,00";"0,00";"0,00";"";"";"Fantasia infantil feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0036";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084659";"HW0036P	";"Tamanho:P";"UN";"9505.90.00";"0";"63,40";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560161";"	7898562560161";"0,00";"0,00";"0,00";"";"";"Fantasia infantil feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0036";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia infantil feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084615";"HW0048UN	";"CESTO ABOBORA FELTRO";"UN";"9505.90.00";"0";"18,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560222";"	7898562560222";"0,00";"0,00";"0,00";"";"";"Acessório adulto unisex";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Acessório adulto unisex";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084616";"HW0065	";"BRUXINHA BABY VESTIDO+MINI CHAPÉU";"UN";"9505.90.00";"0";"40,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084662";"HW0065G	";"Tamanho:G";"UN";"9505.90.00";"0";"40,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560260";"	7898562560260";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0065";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084663";"HW0065GG	";"Tamanho:GG";"UN";"9505.90.00";"0";"40,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560291";"	7898562560291";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0065";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084665";"HW0065M	";"Tamanho:M";"UN";"9505.90.00";"0";"40,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562562110";"	7898562562110";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0065";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084667";"HW0065P	";"Tamanho:P";"UN";"9505.90.00";"0";"40,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560284";"	7898562560284";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0065";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084669";"HW0065PP	";"Tamanho:PP";"UN";"9505.90.00";"0";"40,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560307";"	7898562560307";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0065";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084670";"HW0065UN	";"Tamanho:UN";"UN";"9505.90.00";"0";"40,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560314";"	7898562560314";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0065";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084618";"HW0069	";"VAMPIRINHO BABY COLETE DE AMARRAR+CAPA+GRAVATA";"UN";"9505.90.00";"0";"32,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084672";"HW0069G	";"Tamanho:G";"UN";"9505.90.00";"0";"32,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560321";"	7898562560321";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0069";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084674";"HW0069M	";"Tamanho:M";"UN";"9505.90.00";"0";"32,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560338";"	7898562560338";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0069";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084675";"HW0069P	";"Tamanho:P";"UN";"9505.90.00";"0";"32,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560345";"	7898562560345";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0069";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084677";"HW0069PP	";"Tamanho:PP";"UN";"9505.90.00";"0";"32,90";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560352";"	7898562560352";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0069";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084619";"HW0095	";"VAMPIRINHA BABY CAPA+COLANT+TUTU";"UN";"9505.90.00";"0";"39,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	";"	";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Variação";"Própria";"";"";"";"";"0,00";"";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084679";"HW0095G	";"Tamanho:G";"UN";"9505.90.00";"0";"39,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560482";"	7898562560482";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0095";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
"16412084681";"HW0095M	";"Tamanho:M";"UN";"9505.90.00";"0";"39,80";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"";"0,00";"0,00";"0,100";"0,100";"	7898562560499";"	7898562560499";"0,00";"0,00";"0,00";"";"";"Fantasia adulto feminina";"0,00";"Produto";"Própria";"";"";"";"";"0,00";"HW0095";"0";"";"Masquerade Fantasias";"28.054.00";"0";"Fantasia adulto feminina";"0";"";"";"0";"SIM";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"HALLOWEEN";""
